what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371339713638
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371339721846
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371339736358
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371339738878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371339740919
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1371339742741
started,bundle,org.eclipse.wb.os,1.1.0.r37x201109091012,"org.eclipse.wb.os",1371339746402
started,bundle,org.eclipse.wb.os.win32,1.1.0.r37x201109091012,"org.eclipse.wb.os.win32",1371339746447
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371339768324
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1371339807855
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371339808872
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371339811304
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371339869896
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371339874032
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371339887865
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371339894267
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371339896052
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371339903931
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1371339908109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1371339908252
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371339908890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371339910750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371339912316
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371339915594
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371339916895
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371339918761
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1371339921175
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371339921640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371339923607
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371339928544
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1371339931276
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371339935168
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1371339939452
