what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1371412820332
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371412821561
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371412823208
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371412824322
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1371412824641
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371412824904
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371412864259
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371412867541
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371412924045
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371412926892
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371412942791
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1371412943506
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371412954319
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1371412955136
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1371412957565
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371412959160
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371412961156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371412963352
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1371412963860
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1371412964126
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1371412964863
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1371412965042
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1371412965176
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371412965638
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371412974279
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371412980931
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371412982452
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371412984304
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371412990941
