what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371420386474
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371420396531
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371420397575
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1371420402381
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371420402559
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371420402604
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371420408002
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371420408002
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1371420408011
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371420414827
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371420491776
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371420493936
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371420611245
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371420612579
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1371420616213
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1371420617577
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1371420619280
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371420621112
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371420624781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371420652008
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371420707153
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371420709092
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371420709193
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371420715602
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371420777451
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371420779361
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371424714147
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371425644621
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371425696145
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371425698017
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371425723493
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371425725208
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371427834515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371427835315
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371442864083
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371445468944
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371468002778
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371468011358
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371468013370
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371468036787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371475671758
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371475673422
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1371498092764
